SPECIES_NR;LETTERCODE;ABBREVIAT;RANG;GRUPPE;GATT_NAME;FAMILY;Z_OEK_L;OEK_L;Z_OEK_T;OEK_T;Z_OEK_K;OEK_K;Z_OEK_F;OEK_F;WASSERREGI;Z_OEK_R;OEK_R;Z_OEK_N;OEK_N;Z_OEK_S;OEK_S;Z_OEK_TO;OEK_TO;Z_OEK_SU;OEK_SU;Z_OEK_SON;OEK_SON;Z_LF_LEB;LF_LEB;Z_LF_B;LF_B;WUCHS_1;WUCHS_2;WUCHS_3;Z_SZ_V_GR;SZ_VERH_GR;Z_SZ_V_K;SZ_VERH_K;Z_SZ_O;SZ_O;Z_SZ_V;SZ_V;Z_SZ_U;SZ_U;Arealforme;Vorkommen;HEMEROBIE;Gilde;Mahdvertra;Weidevertr;Trittvertr;Futterwert;FutterDamw;Waldart_D
80857;CMPISCH;Campylopus schimperi;SPE;M;Campylopus;Leucobryaceae;;8;;1;;6;;4;;;1;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
80860;CMPYPRO;Campylium stellatum var. protensum;VAR;M;Campylium;Amblystegiaceae;;8;;3;;6;;6;;;9;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.1
80861;CMPYSTE;Campylium stellatum var. stellatum;VAR;M;Campylium;Amblystegiaceae;;8;;2;;6;;7;;;7;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
80862;CMPYSTE;Campylium stellatum;SPE;M;Campylium;Amblystegiaceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.2
80864;CMPISUB;Campylopus subulatus;SPE;M;Campylopus;Leucobryaceae;;9;;3;;2;;4;;;2;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
80882;CTSCNIG;Catoscopium nigritum;SPE;M;Catoscopium;Catoscopiaceae;;9;;2;;6;;8;;;9;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
80886;CPHEAMB;Cephalozia ambigua;SPE;M;Cephalozia;Cephaloziaceae;;9;;1;;6;;7;;!;1;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
80892;CPHEBIC;Cephalozia bicuspidata;SPE;M;Cephalozia;Cephaloziaceae;;5;;0;;5;;5;;;3;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.1
80895;CPHECAT;Cephalozia catenulata;SPE;M;Cephalozia;Cephaloziaceae;;5;;4;;4;;6;;;2;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.1
80897;CPHECON;Cephalozia connivens;SPE;M;Cephalozia;Cephaloziaceae;;0;;3;;4;;7;;;1;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.1
80901;CPHMDIV;Cephaloziella divaricata;SPE;M;Cephaloziella;Cephaloziellaceae;;9;;0;;5;;2;;;4;;0;;0;;;;;;;;C,(E);;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.2
80903;CPHMELA;Cephaloziella elachista;SPE;M;Cephaloziella;Cephaloziellaceae;;8;;2;;4;;7;;;1;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
80906;CPHMELE;Cephaloziella elegans;SPE;M;Cephaloziella;Cephaloziellaceae;;7;;3;;7;;3;;;4;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
80910;CPHMHAM;Cephaloziella hampeana;SPE;M;Cephaloziella;Cephaloziellaceae;;8;;4;;4;;3;;;3;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.1
80911;CPHMINT;Cephaloziella integerrima;SPE;M;Cephaloziella;Cephaloziellaceae;;8;;3;;4;;6;;!;2;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
80913;CPHELAC;Cephalozia lacinulata;SPE;M;Cephalozia;Cephaloziaceae;;4;;3;;7;;6;;;1;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.1
80915;CPHELEU;Cephalozia leucantha;SPE;M;Cephalozia;Cephaloziaceae;;5;;2;;5;;6;;;1;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.1
80917;CPHELOI;Cephalozia loitlesbergeri;SPE;M;Cephalozia;Cephaloziaceae;;9;;2;;6;;8;;;1;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
80918;CPHELUN;Cephalozia lunulifolia;SPE;M;Cephalozia;Cephaloziaceae;;5;;3;;6;;6;;;2;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.1
80922;CPHEMAC;Cephalozia macrostachya;SPE;M;Cephalozia;Cephaloziaceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.2
80924;CPHMMAS;Cephaloziella massalongi;SPE;M;Cephaloziella;Cephaloziellaceae;!;5;;4;;3;;6;;!;5;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
80929;CPHMPHY;Cephaloziella phyllacantha;SPE;M;Cephaloziella;Cephaloziellaceae;!;5;;3;;7;!;6;;;5;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
80932;CPHEPLE;Cephalozia pleniceps;SPE;M;Cephalozia;Cephaloziaceae;;8;;2;;6;;7;;;5;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
80939;CPHMRUB;Cephaloziella rubella;SPE;M;Cephaloziella;Cephaloziellaceae;;8;!;3;;5;;3;;;3;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.1
80939;CPHMRUB;Cephaloziella rubella;SPE;M;Cephaloziella;Cephaloziellaceae;;8;!;3;;5;;3;;;3;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.1
80941;CPHMSPI;Cephaloziella spinigera;SPE;M;Cephaloziella;Cephaloziellaceae;;8;;2;;4;;7;;;1;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
80948;CPHMSTE;Cephaloziella stellulifera;SPE;M;Cephaloziella;Cephaloziellaceae;;8;;6;;4;;5;;;6;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
80953;CRTDCON;Ceratodon conicus;SPE;M;Ceratodon;Ditrichaceae;;9;;3;;2;;5;;;6;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
80960;CRTDP-P;Ceratodon purpureus subsp. purpureus;SSP;M;Ceratodon;Ditrichaceae;;8;;0;;0;;2;;x;0;;0;;0;;;;;;;;C,(E);;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
80980;CHLSPAL;Chiloscyphus pallescens;SPE;M;Chiloscyphus;Geocalycaceae;;5;;3;;6;;8;;;7;;0;;0;;;;;;;;C,A;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.1
80985;CHLSPOL;Chiloscyphus polyanthos;SPE;M;Chiloscyphus;Geocalycaceae;;0;;4;;6;;9;;;6;;0;;0;;;;;;;;C,A;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.1
81001;CNCLAQU;Cinclidotus aquaticus;SPE;M;Cinclidotus;Pottiaceae;;9;;8;;6;;9;;;9;;0;;0;;;;;;;;C,A;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.2
81003;CNCLDAN;Cinclidotus danubicus;SPE;M;Cinclidotus;Pottiaceae;;9;;7;;7;;8;;;7;;0;;0;;;;;;;;C,A;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.2
81004;CNCLFON;Cinclidotus fontinaloides;SPE;M;Cinclidotus;Pottiaceae;;7;;4;;5;;8;;;8;;0;;0;;;;;;;;C,A;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.2
81009;CNCLRIP;Cinclidotus riparius;SPE;M;Cinclidotus;Pottiaceae;;9;;6;;7;;7;;;7;;0;;0;;;;;;;;C,A;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.2
81010;CNCASTY;Cinclidium stygium;SPE;M;Cinclidium;Cinclidiaceae;;8;;2;;6;;7;;;8;;0;;0;;;;;;;;H;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81015;BRCPCIR;Cirriphyllum cirrosum;SPE;M;Cirriphyllum;Brachytheciaceae;;7;;1;;6;;6;;;8;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81020;CRRPPIL;Cirriphyllum piliferum;SPE;M;Cirriphyllum;Brachytheciaceae;;7;;3;;6;;5;;;6;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.1
81024;BRCPTOM;Cirriphyllum tommasinii;SPE;M;Cirriphyllum;Brachytheciaceae;;4;;4;;7;;5;;;8;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.1
81028;CLDPFLU;Cladopodiella fluitans;SPE;M;Cladopodiella;Cephaloziaceae;;9;;2;;3;;8;;;1;;0;;0;;;;;;;;C,(A);;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.2
81029;CLDPFRA;Cladopodiella francisci;SPE;M;Cladopodiella;Cephaloziaceae;;9;;2;;3;;7;;;1;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81032;CLSMPAR;Clasmatodon parvulus;SPE;M;Clasmatodon;Fabroniaceae;;5;;8;;7;;6;;;6;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.1
81036;CLMCDEN;Climacium dendroides;SPE;M;Climacium;Climaciaceae;;7;;3;;5;;6;;;5;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.1
81038;CNSTSCH;Cnestrum schisti;SPE;M;Cnestrum;Rhabdoweisiaceae;;9;;2;;7;!;3;;;4;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.2
81040;CLLJCAL;Cololejeunea calcarea;SPE;M;Cololejeunea;Lejeuneaceae;;4;;3;;4;;7;;;9;;0;;0;;;;;;;;C,H,(E);;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.1
81041;CLLJROS;Cololejeunea rossettiana;SPE;M;Cololejeunea;Lejeuneaceae;;4;;6;;5;;6;;;9;;0;;0;;;;;;;;C,H,(E);;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.1
81043;CNRDCOM;Conardia compacta;SPE;M;Conardia;Amblystegiaceae;;3;;3;;5;;5;;;8;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.1
81044;CNCPCON;Conocephalum conicum;SPE;M;Conocephalum;Conocephalaceae;;7;;3;;6;;7;;;7;;0;;0;;;;;;;;H;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.1
81048;CSCNCRI;Coscinodon cribrosus;SPE;M;Coscinodon;Grimmiaceae;;9;;2;;6;;1;;;1;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81062;CRTNCUR;Cratoneuron curvicaule;SPE;M;Cratoneuron;Amblystegiaceae;;9;;1;;6;;7;;;7;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81066;"CRTNF;A";Cratoneuron filicinum var. atrovirens;VAR;M;Cratoneuron;Amblystegiaceae;;7;;0;;5;;9;;;6;;0;;0;;;;;;;;C,A;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81069;"CRTNF;F";Cratoneuron filicinum var. filicinum;VAR;M;Cratoneuron;Amblystegiaceae;;7;;0;;5;;7;;;7;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81070;CRTNFIL;Cratoneuron filicinum;SPE;M;Cratoneuron;Amblystegiaceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.1
81078;CRSNCRA;Crossidium crassinerve;SPE;M;Crossidium;Pottiaceae;;9;;8;;6;;2;;;8;;0;;0;;;;;;;;T;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81088;CRYAHET;Cryphaea heteromalla;SPE;M;Cryphaea;Cryphaeaceae;;7;;6;;4;;4;;;6;;0;;0;;;;;;;;C,E;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.2
81089;ANERMIR;Cryptothallus mirabilis;SPE;M;Cryptothallus;Aneuraceae;;0;;3;;5;;7;;;1;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.1
81091;CTNDMOL;Ctenidium molluscum;SPE;M;Ctenidium;Hypnaceae;;5;;4;;5;;4;;;8;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.1
81092;HYPNPRO;Ctenidium procerrimum;SPE;M;Ctenidium;Hypnaceae;;6;;2;;4;;6;;;8;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81098;CYNCBRU;Cynodontium bruntonii;SPE;M;Cynodontium;Rhabdoweisiaceae;;4;;4;;4;;3;;;2;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.2
81101;CYNCGRA;Cynodontium gracilescens;SPE;M;Cynodontium;Rhabdoweisiaceae;;4;;3;;7;;6;;;2;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.1
81103;CYNCJEN;Cynodontium jenneri;SPE;M;Cynodontium;Rhabdoweisiaceae;;4;;3;;2;;6;;;1;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.2
81110;CYNCPOL;Cynodontium polycarpum;SPE;M;Cynodontium;Rhabdoweisiaceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.1
81113;CYNCTEN;Cynodontium tenellum;SPE;M;Cynodontium;Rhabdoweisiaceae;;3;;2;;6;;5;;;2;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.2
81118;CYRTHYM;Cyrtomnium hymenophylloides;SPE;M;Cyrtomnium;Cinclidiaceae;;2;;1;;7;;6;;;9;;0;;0;;;;;;;;H;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81122;TRTICER;Desmatodon cernuus;SPE;M;Desmatodon;Pottiaceae;!;6;;2;;6;;6;;;9;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81125;HNNDHEI;Desmatodon heimii;SPE;M;Desmatodon;Pottiaceae;;9;;0;;4;;6;;;7;;0;;0;;;;;;;;T;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81128;TRTIHOP;Desmatodon latifolius;SPE;M;Desmatodon;Pottiaceae;;9;;1;;7;;2;;;7;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81129;TRTILAU;Desmatodon laureri;SPE;M;Desmatodon;Pottiaceae;!;8;;1;;7;!;5;;!;5;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81130;TRTILEU;Desmatodon leucostoma;SPE;M;Desmatodon;Pottiaceae;;1;;1;;6;!;5;;;7;;0;;0;;;;;;;;T;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81134;TRTISYS;Desmatodon systylius;SPE;M;Desmatodon;Pottiaceae;;8;;1;;7;!;5;;;8;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81135;TRTIRHO;Desmatodon wilczekii;SPE;M;Desmatodon;Pottiaceae;!;6;;1;;7;!;3;;!;6;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81137;DLYTMUC;Dialytrichia mucronata;SPE;M;Dialytrichia;Pottiaceae;;8;;8;;4;;6;;;7;;0;;0;;;;;;;;C,A,E;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.1
81141;DCHLCAP;Dichelyma capillaceum;SPE;M;Dichelyma;Fontinalaceae;!;7;;6;;7;!;6;;y;0;;0;;0;;;;;;;;C,A;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81158;DCRMASP;Dicranodontium asperulum;SPE;M;Dicranodontium;Leucobryaceae;;2;;2;;3;;7;;;1;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.1
81159;DCRLUND;Dicranum bergeri;SPE;M;Dicranum;Dicranaceae;;9;;2;;6;;6;;;1;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81161;DCRLBON;Dicranum bonjeanii;SPE;M;Dicranum;Dicranaceae;;8;;3;;6;;7;;;7;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.2
81162;DCRLBRE;Dicranum brevifolium;SPE;M;Dicranum;Dicranaceae;;9;;1;;7;!;4;;;6;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81165;DCRNCER;Dicranella cerviculata;SPE;M;Dicranella;Dicranaceae;;8;;3;;6;;6;;;1;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.2
81166;DCRICIR;Dicranoweisia cirrata;SPE;M;Dicranoweisia;Rhabdoweisiaceae;;7;;6;;4;;5;;;5;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.1
81168;HYMACOM;Dicranoweisia compacta;SPE;M;Dicranoweisia;Rhabdoweisiaceae;;8;;1;;7;;8;;;2;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81171;HYMACRI;Dicranoweisia crispula;SPE;M;Dicranoweisia;Rhabdoweisiaceae;;9;;1;;6;;4;;;4;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.2
81173;DCRNCRI;Dicranella crispa;SPE;M;Dicranella;Dicranaceae;;8;;3;;6;;7;;;5;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.1
81176;DCRMDEN;Dicranodontium denudatum;SPE;M;Dicranodontium;Leucobryaceae;;4;;3;;6;;6;;;2;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.1
81177;DCRLDIS;Dicranum dispersum;SPE;M;Dicranum;Dicranaceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.2
81178;DCRLELO;Dicranum elongatum;SPE;M;Dicranum;Dicranaceae;;7;;1;;6;;6;;;5;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81181;DCRLFLA;Dicranum flagellare;SPE;M;Dicranum;Dicranaceae;;6;;4;;6;;5;;;2;;0;;0;;;;;;;;C,(E);;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.1
81183;DCRLFLE;Dicranum flexicaule;SPE;M;Dicranum;Dicranaceae;;7;;2;;6;;5;;!;2;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.2
81186;DCRLFUL;Dicranum fulvum;SPE;M;Dicranum;Dicranaceae;;4;;5;;7;;4;;;2;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.1
81187;DCRLFUS;Dicranum fuscescens;SPE;M;Dicranum;Dicranaceae;;7;;2;;6;;6;;;2;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.1
81191;DCRNGRE;Dicranella grevilleana;SPE;M;Dicranella;Dicranaceae;;9;;1;;6;;6;;;4;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81193;DCRNHET;Dicranella heteromalla;SPE;M;Dicranella;Dicranaceae;;5;;4;;5;;4;;;2;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.1
81195;DCRNHUM;Dicranella humilis;SPE;M;Dicranella;Dicranaceae;!;6;;3;;7;;7;;;5;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81202;DCRLMAJ;Dicranum majus;SPE;M;Dicranum;Dicranaceae;;5;;3;;6;;6;;!;3;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.1
81203;DCRLMON;Dicranum montanum;SPE;M;Dicranum;Dicranaceae;;6;;3;;6;;5;;;2;;0;;0;;;;;;;;C,E;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.1
81207;DCRLMUE;Dicranum muehlenbeckii;SPE;M;Dicranum;Dicranaceae;;8;;3;;7;;4;;;8;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81211;DCHDPAL;Dicranella palustris;SPE;M;Dicranella;Dicranaceae;;8;;2;;6;;8;;;2;;0;;0;;;;;;;;C,A;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.2
81214;DCRLPOL;Dicranum polysetum;SPE;M;Dicranum;Dicranaceae;;6;;3;;6;;4;;;5;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.1
81219;DCRNRUF;Dicranella rufescens;SPE;M;Dicranella;Dicranaceae;;7;;4;;5;;7;;;4;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.1
81227;"DCRNS;R";Dicranella schreberiana var. robusta;VAR;M;Dicranella;Dicranaceae;;8;;3;;6;;8;;;7;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81232;DCRNSCH;Dicranella schreberiana;SPE;M;Dicranella;Dicranaceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.2
81234;DCRLSCO;Dicranum scoparium;SPE;M;Dicranum;Dicranaceae;;5;;0;;5;;4;;;4;;0;;0;;;;;;;;C,(E);;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.1
81237;DCRLSPA;Dicranum spadiceum;SPE;M;Dicranum;Dicranaceae;;8;;1;;7;;6;;;5;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81238;DCRLSPU;Dicranum spurium;SPE;M;Dicranum;Dicranaceae;;7;;3;;6;;2;;;2;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.2
81240;DCRNSTA;Dicranella staphylina;SPE;M;Dicranella;Dicranaceae;;8;;5;;3;;7;;;5;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.2
81244;DCRNSUB;Dicranella subulata;SPE;M;Dicranella;Dicranaceae;;6;;2;;6;;5;;;2;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.1
81245;DCRLTAU;Dicranum tauricum;SPE;M;Dicranum;Dicranaceae;;4;;3;;6;;4;;;3;;0;;0;;;;;;;;C,E;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.1
81249;DCRNVAR;Dicranella varia var. calaminaris;VAR;M;Dicranella;Dicranaceae;;8;;7;;5;;7;;;8;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81251;DCRNVAR;Dicranella varia var. varia;VAR;M;Dicranella;Dicranaceae;;8;;0;;5;;7;;;8;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81252;DCRNVAR;Dicranella varia;SPE;M;Dicranella;Dicranaceae;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.2
81255;DCRLVIR;Dicranum viride;SPE;M;Dicranum;Dicranaceae;;5;;5;;7;;5;;;7;;0;;0;;;;;;;;C,E;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M1.1
81261;DDYMACU;Didymodon acutus;SPE;M;Didymodon;Barbula;;9;;5;;5;;1;;;8;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81263;DDYMASP;Didymodon asperifolius;SPE;M;Didymodon;Barbula;;9;;1;;7;;7;;;9;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81266;DDYMCOR;Didymodon cordatus;SPE;M;Didymodon;Barbula;;9;;8;;5;;1;;;8;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81269;"DDYMF;F";Didymodon fallax var. fallax;VAR;M;Didymodon;Barbula;;8;;0;;6;;2;;;7;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81272;DDYMFER;Didymodon ferrugineus var. kneuckeri;VAR;M;Didymodon;Barbula;!;7;;1;;6;!;4;;;9;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81273;DDYMFER;Didymodon ferrugineus;SPE;M;Didymodon;Barbula;;0;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.2
81278;DDYMVER;Didymodon glaucus;SPE;M;Didymodon;Barbula;;1;;6;;4;;6;;;9;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;M2.1
81279;DDYMICM;Didymodon icmadophilus;SPE;M;Didymodon;Barbula;;8;;2;;6;;7;;;8;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81283;DDYMLUR;Didymodon luridus;SPE;M;Didymodon;Barbula;;9;;6;;5;;2;;;8;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
81284;DDYMRIG;Didymodon mamillosus;SPE;M;Didymodon;Barbula;;8;;1;;3;!;4;;;9;;0;;0;;;;;;;;C;;;;;;;0;;0;;0;;0;;0;;;;;0;0;0;0;0;
