name,A1,A10,A100,A101,A102,A103,A104,A105,A106,A107,A108,A109,A11,A110,A111,A112,A113,A114,A115,A116,A117,A12,A121,A122,A123,A124,A125,A126,A13,A14,A15,A16,A17,A18,A2,A22,A23,A24,A25,A26,A27,A28,A29,A3,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A4,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A5,A50,A51,A52,A53,A54,A58,A59,A6,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A7,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A8,A80,A81,A82,A83,A84,A85,A86,A87,A88,A89,A9,A90,A91,A92,A93,A94,A95,A96,A97,A98,A99
Circaea lutetia,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0.5,4,0,0.5,0.5,0.5,2,0,0.5,0,0,2,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0,0.5,2,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0,0,0.5,2,0.5,0.5,0.5,0,2,0,2,0.5,2,0.5,0,0,0,2,0,0.5,0.5,0.5,0,0,0,0.5,0,0.5,0.5,0.5,0.5,2,0.5,0,0,2,4,0,0,0.5,0.5,0,0,0,0,0,0.5
Cirriphyllum piliferum,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,2,0,0,0,0,0,0,0,2,0,0.5,0,4,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2,0.5,0,0,0,0
Cirsium oleraceum,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0.5,0.5,0,0,0.5,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clematis vitalba,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.5,0,0,0,0,0,2,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,2,0.5,20,0,0,0.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinopodium vulgare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colchicum autumnale,4,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,2,0.5,0.5,0.5,0,0.5,0,2,0.5,0,0,0.5,0,0.5,0.5,0,2,0,0.5,0,0.5,0.5,0,0,0,0.5,0.5,0.5,2,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0.5,0.5,0,0,0,0,2,0,2,0.5,0,0,0,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0,0,0,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0
Convallaria majalis,0,0,0,0.5,0,2,10,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.5,4,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0.5,0.5,0,0
Cornus mas,0,0,2,10,0.5,4,2,2,10,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,2,0,0,0,0,0.5,0,0,0
Cornus sanguinea,4,0.5,0.5,0.5,2,0,0,0.5,0.5,4,0.5,10,2,0.5,0.5,2,10,2,2,20,0,0,2,4,4,0.5,0,0.5,0.5,2,10,10,0.5,0.5,0,0,0.5,2,0,4,0.5,0.5,0.5,4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,0.5,0.5,10,0.5,0.5,0.5,2,0.5,20,0.5,0,20,0.5,0.5,0.5,2,20,0.5,0.5,0.5,0,0,0,0,0,0,2,0.5,2,2,0.5,20,10,4,4,4,10,0.5,0,0.5,0.5,4,0.5,0.5,0.5,0.5,0.5,20,0.5,20,10,2,10,4,0.5,20,20,20,10,10,4,2,0.5
Corydalis avellana,0,0.5,4,0.5,0,0.5,2,0.5,0,0,0,0.5,2,0,2,0.5,0,0,0,0.5,0,10,2,0,0.5,0.5,2,2,0,0.5,0,0,4,10,0,0,0.5,10,0,0.5,0,0,0.5,2,0.5,0,0,0.5,0.5,0.5,0,2,0,4,0,0,0,0.5,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,20,0,0,0.5,0.5,0,0.5,0,0.5,0,0,0,0.5,0,4,0,0,0,0.5,0.5,0,0.5,0
Crataegus monogyna,4,0,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,2,0,0.5,0.5,0,2,0,0,0,0.5,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,2,4,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,2,0,0,0,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,2,0.5,2,0.5,0,0,0
Ctenidium molluscum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
Dactylis glomerata,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0.5,0,0,0.5,0,0,0,0.5,0,0,0.5,0,0.5,0,0,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0
Dactylis polygama,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daphne mezereum,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0
Deschampsia cespitosa,2,40,0,0,0.5,0.5,0.5,0.5,2,10,20,20,0.5,0.5,20,2,4,0.5,0.5,20,2,2,0.5,0.5,0.5,0.5,2,0.5,0,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,2,2,0.5,4,2,2,4,2,0.5,0.5,0.5,10,4,0.5,2,0.5,0.5,0,0,0.5,0.5,0.5,0.5,10,0.5,2,0.5,0.5,0.5,0.5,2,0.5,0,4,0.5,0,2,2,4,2,2,2,0.5,20,0.5,20,0,0.5,0.5,2,0.5,4,0.5,30,2,0,0.5,0.5,0,0,2,0,0.5,40,20,40,30,20,10,30,0,20,10,10,0.5,10,0.5,0.5,0.5
Equisetum arvense,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0
Equisetum hyemale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0
Equisetum pratense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equisetum sylvestre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euonymus europaeus,0.5,0,0,0,0.5,0,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0.5,0,0,0.5,0.5,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,2,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0,0.5,0.5,4,0,0
Eupatoria cannabinum,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
Euphorbia cyparissias,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euphorbia verrucosa,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eurhynchium striatum,4,2,0,0,0,0,2,0,0,0,0,0,0,10,0,0,10,0,10,0,0,2,0,2,0,0,0,10,0,0,2,0,10,0,0,0,2,2,0,4,0,0,0,0,2,0,0,10,0,0,0,0,0,2,10,0,30,0,30,0,0,0,0,10,10,2,10,20,10,0,30,0,0,0,0,0,2,20,0,0,0,10,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,2,0,0,0,4,0,0,2,4,4,0,0
Eurhynchium swartzii,4,0,0,0,0,4,0.5,10,0.5,0,0,4,0,10,4,10,10,2,10,4,4,0,2,2,10,2,10,10,0,10,0,2,0,0,0,20,2,0.5,0,0,4,2,0,0,0,4,0,0,4,4,2,0,4,2,10,0,0,0,0,0,2,10,10,4,0,0,10,0,10,0,20,10,4,0.5,10,10,2,20,2,10,0,4,2,0,0,2,10,4,0,20,4,2,0,0,0,0,2,0,4,4,0,2,4,0,10,0.5,0,4,2,4,10,30,2,4,4,0.5,0
Fagus sylvatica,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Festuca gigantea,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
Filipendula ulmaria,0.5,0,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0,0,2,0,0,0,0.5,0.5,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0.5,0,0.5,0,0,0,0.5,0,0,0,0.5,0.5,0.5,0,0.5,0.5,2,0,0.5,0,0.5,0.5,0.5,0,0,0,0.5,0
Fissidens taxifolium,0.5,0,0,0,0,0,0.5,0,0.5,0,0,2,0,2,0,4,4,2,0,0,2,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,4,0,0,0,0,0,0,0,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0.5,0,2,0.5,0,0,0,0,0,0,0,0
Frangula alnus,0.5,2,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0
Fraxinus excelsior,2,0.5,4,2,2,0.5,2,0.5,2,0.5,0.5,0.5,4,0.5,4,0.5,0.5,0.5,0.5,2,10,10,0.5,0.5,0,10,2,0.5,20,0.5,2,0.5,0.5,0.5,2,0.5,0.5,0.5,0,4,2,0.5,0.5,0.5,2,0.5,2,10,2,0.5,4,0.5,2,0.5,0.5,2,0.5,2,0.5,0.5,2,0.5,0.5,0.5,2,2,0.5,0.5,0.5,0.5,4,0.5,0.5,4,2,20,0.5,0,0.5,10,0.5,4,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,2,4,0.5,0.5,2,0.5,0.5,0.5,2,4,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Gagea lutea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galeopsis pubescens,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galeopsis tetrahit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galium aparine,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0.5,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
Galim mollugo agg.,0.5,0.5,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0,0,0.5,0,0.5,0,0,0,0.5,0.5,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0
Galium odoratum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galium palustre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galium sylvaticum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geranium robertianum,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geum urbanum,0,0.5,0,0,0,0.5,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0
Glechoma hederacea,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,4,0.5,2,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,2,0,0,0,0.5,2,2,0.5,30,0.5,0.5,4,2,0.5,0.5,2,2,0.5,0.5,0.5,0.5,0,0.5,2,0.5,0,0.5,0.5,0.5,0.5,0.5,4,0.5,0.5,0.5,0.5,4,0.5,0.5,4,0,2,10,0.5,4,4,4,4,2,0.5,2,10,0.5,4,0,2,2,0.5,2,0.5,0.5,2,0,0,0,0.5,0.5,0.5,0.5,2,0.5,2,0,0.5,0,0.5,4,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0
Glyceria maxima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Humulus lupulus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,0.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0.5,2,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0
Hylocomnium splendens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypericum hirsutum,0.5,0.5,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0.5,0,0,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0,0.5,0.5,0,0.5,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0,0.5,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0
Hypericum perforatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
