"sla" "height" "sm" "log_sla" "log_height" "log_sm"
"Salix caprea" 14.82975392 6 0.0968 2.6966355626204 1.79175946922805 -2.33510828469961
"Quercus robur" 14.84316395 40 3487.466667 2.69753941919235 3.68887945411394 8.15693086823448
"Colutea arborescens" 14.85 3.833333333 18.635 2.69799986524871 1.34373474661414 2.92504153293122
"Dianthus armeria" 14.88 0.375 0.249466667 2.70001802940495 -0.980829253011726 -1.38842997191413
"Aster amellus" 14.94150153 0.275 0.973171429 2.70414267867055 -1.29098418131557 -0.027195026292456
"Inula conyzae" 14.95 0.525 0.2564 2.7047112998367 -0.644357016390513 -1.36101655393562
"Salvia verticillata" 14.97 0.3 0.890571429 2.70604819843154 -1.20397280432594 -0.115891967228936
"Genista pilosa" 14.97333333 0.2175 2.669 2.70627084097951 -1.5255564284534 0.981703870422387
"Carex echinata" 14.97666667 0.25 0.744788235 2.70649343463653 -1.38629436111989 -0.294655349330937
"Ribes sanguineum" 15 1.625 NA 2.70805020110221 0.485507815781701 NA
"Gentiana acaulis" 15.01501502 0.04 0.452 2.70905070176779 -3.2188758248682 -0.794073099149906
"Senecio incanus" 15.01501502 NA 1.165 2.70905070176779 NA 0.152721087017664
"Eleocharis uniglumis" 15.05 0.225 1.4915 2.71137799119488 -1.49165487677772 0.399782324972666
"Sedum album" 15.08 0.095 0.02 2.71336936257981 -2.3538783873816 -3.91202300542815
"Anarrhinum bellidifolium" 15.09 0.565 NA 2.71403227277976 -0.570929547835696 NA
"Salix repens" 15.09398268 1.05 0.044 2.7142961663862 0.048790164169432 -3.12356564506388
"Inula helenium" 15.17333333 1.35 1.5744 2.71953950093028 0.300104592450338 0.453874247315852
"Polypodium interjectum" 15.185 NA NA 2.72030809849771 NA NA
"Carduus defloratus" 15.19 0.325 2.527333333 2.72063731660768 -1.1239300966524 0.927164728294142
"Antennaria carpatica" 15.2 0.1 0.079 2.72129542785223 -2.30258509299405 -2.53830742651512
"Carex flacca" 15.211 0.275 1.015118182 2.72201885032961 -1.29098418131557 0.0150050411836479
"Hippocrepis comosa" 15.2325 0.163333333 3.748488889 2.72343130314051 -1.81196217858639 1.32135279583761
"Artemisia maritima" 15.24 0.35 0.75 2.7239235502585 -1.04982212449868 -0.287682072451781
"Sagina nodosa" 15.25 0.063333333 0.033271429 2.72457950305342 -2.75934350075292 -3.40305623826609
"Salix myrtilloides" 15.29051988 0.4 NA 2.72723302067098 -0.916290731874155 NA
"Buddleja davidii" 15.30333333 1.833333333 0.0567 2.7280706693752 0.606135803388497 -2.86998106824843
"Lepidium latifolium" 15.31 0.641666667 0.604866667 2.72850620966959 -0.443686320408882 -0.502747230363633
"Adonis vernalis" 15.31028902 0.225 10.6 2.72852508734902 -1.49165487677772 2.36085400111802
"Rubus chamaemorus" 15.36182394 0.1 8.356666667 2.73188546676352 -2.30258509299405 2.12305962354198
"Cirsium arvense" 15.40160634 0.8625 1.245544444 2.73447181177211 -0.147920130076622 0.219572738744632
"Eriophorum latifolium" 15.42666667 0.2625 0.860288889 2.73609761387344 -1.33750419695046 -0.150487028700355
"Potentilla crantzii" 15.43838337 0.1225 0.638375 2.73685683509924 -2.09964424899736 -0.448829394014329
"Spiraea tomentosa" 15.44589824 NA NA 2.73734348201194 NA NA
"Agrostis rupestris" 15.5 0.035 0.116 2.7408400239252 -3.35240721749272 -2.15416508787577
"Saxifraga aizoides" 15.51 0.07625 0.0519375 2.74148497718845 -2.57373786349462 -2.95771420636647
"Poa angustifolia" 15.55 0.36 0.209347887 2.74406063862524 -1.02165124753198 -1.56375787971337
"Iris sibirica" 15.55 0.525 13.90766667 2.74406063862524 -0.644357016390513 2.6324402470767
"Viburnum lantana" 15.565 3.5 34.95424 2.74502480389357 1.25276296849537 3.55403977748756
"Pedicularis sceptrum-carolinum" 15.57611026 0.5 0.456 2.74573834688408 -0.693147180559945 -0.785262469467751
"Carex rostrata" 15.62436646 0.5 1.180266667 2.74883164824043 -0.693147180559945 0.16574040192896
"Deschampsia setacea" 15.63 0.125 0.10888 2.74919214443339 -2.07944154167984 -2.21750892063893
"Leucanthemopsis alpina" 15.65 0.035 NA 2.75047091698616 -3.35240721749272 NA
"Melilotus altissimus" 15.65 0.9 3.930230769 2.75047091698616 -0.105360515657826 1.36869814400456
"Sorbus intermedia" 15.67238095 8.25 583.716 2.7518999880293 2.11021320034659 6.3694145631755
"Teucrium chamaedrys" 15.68368132 0.14 1.22 2.75262076542743 -1.96611285637283 0.198850858745165
"Cirsium vulgare" 15.7022254 0.9 2.477741667 2.75380244753229 -0.105360515657826 0.907347527167152
"Dianthus gratianopolitanus" 15.74 0.108333333 1.14652 2.75620524298926 -2.22254238839743 0.136731267559658
"Atriplex littoralis" 15.744 0.753333333 1.4404 2.7564593403099 -0.283247475826393 0.364920852792583
"Alchemilla mollis" 15.75 NA 0.199 2.75684036527164 NA -1.61445045425764
"Pimpinella saxifraga" 15.79714286 0.413333333 1.149225 2.75982909203534 -0.883500909857616 0.139087802150213
"Asclepias syriaca" 15.828 NA NA 2.76178052352318 NA NA
"Gypsophila repens" 15.84 0.14 0.711 2.76253838638628 -1.96611285637283 -0.341082849178896
"Gentiana lutea" 15.89 0.8 1.2525 2.76568998054862 -0.22314355131421 0.225141553976883
"Sempervivum tectorum" 15.895 0.225 NA 2.76600459436277 -1.49165487677772 NA
"Calystegia soldanella" 15.895 0.233333333 NA 2.76600459436277 -1.45528723403541 NA
"Malva pusilla" 15.91 0.17 NA 2.7669478423497 -1.77195684193188 NA
"Spergularia salina" 15.92 0.14 0.073214286 2.76757618041624 -1.96611285637283 -2.61436471312245
"Dianthus barbatus" 15.93 0.375 NA 2.76820412392196 -0.980829253011726 NA
"Carex appropinquata" 15.955 0.35 0.73125 2.76977225973021 -1.04982212449868 -0.312999880436071
"Nuphar lutea" 15.965 0.03 24.76116667 2.77039882616675 -3.50655789731998 3.2092765658501
"Puccinellia maritima" 15.97 0.2 0.7692 2.77071196222692 -1.6094379124341 -0.262404265267512
"Juncus trifidus" 15.97228148 0.148333333 0.133427778 2.77085481238653 -1.9082932877312 -2.0141949362931
"Carex paniculata" 15.9825 0.525 0.81045 2.77149437365874 -0.644357016390513 -0.210165630023953
"Carex halleriana" 16 0.1155 1.43 2.77258872223978 -2.15848474902029 0.357674444271816
"Carex acutiformis" 16 0.75 0.864166667 2.77258872223978 -0.287682072451781 -0.145989627160836
"Potentilla heptaphylla" 16.04666667 0.1 0.6 2.77550114389454 -2.30258509299405 -0.510825623765991
"Dianthus deltoides" 16.05 0.22 0.202672727 2.77570884957602 -1.51412773262978 -1.59616278317064
"Iris pseudacorus" 16.0525 0.75 46.86421111 2.77586460068607 -0.287682072451781 3.84725429481234
"Saussurea alpina" 16.1 0.116666667 1.7524 2.77881927199042 -2.14843441030964 0.560986276957606
"Coincya monensis" 16.1 NA 1.0747 2.77881927199042 NA 0.0720415528649705
"Centaurea diffusa" 16.15 0.3 NA 2.78192004966867 -1.20397280432594 NA
"Amaranthus retroflexus" 16.18045412 0.451666667 0.462666667 2.78380397798555 -0.794810833598438 -0.770748425863036
"Hieracium flagellare" 16.2 NA 0.093333333 2.78501124223834 NA -2.37157796805243
"Gypsophila perfoliata" 16.22 0.4 NA 2.78624504868727 -0.916290731874155 NA
"Gentiana bavarica" 16.25340136 0.06 NA 2.78830220133407 -2.81341071676004 NA
"Anthyllis vulneraria" 16.27 0.2 3.253391667 2.78932292123095 -1.6094379124341 1.17969804202647
"Peucedanum oreoselinum" 16.27 0.5 3.646 2.78932292123095 -0.693147180559945 1.29363067625647
"Acer opalus" 16.28677982 12 NA 2.79035372474275 2.484906649788 NA
"Achillea ptarmica" 16.29580749 0.775 0.282766667 2.7909078655263 -0.25489224962879 -1.26313321965773
"Anthoxanthum alpinum" 16.3 0.093133333 0.383076923 2.79116510781272 -2.37372312440648 -0.959519466625778
"Phragmites australis" 16.30333333 2.5 0.134285714 2.7913695856787 0.916290731874155 -2.00778555490106
"Equisetum telmateia" 16.33 1.25 NA 2.79300390698237 0.22314355131421 NA
"Dianthus carthusianorum" 16.355 0.26 1.027333333 2.79453366099035 -1.34707364796661 0.0269664479053498
"Vaccinium oxycoccos" 16.365 0.3875 26.47807143 2.79514490795314 -0.948039430188735 3.27631689722313
"Ribes alpinum" 16.38650794 1.383333333 161.34335 2.79645830965246 0.324496045333533 5.08353470289808
"Atriplex glabriuscula" 16.44666667 0.421666667 2.36075 2.80012282263578 -0.863540165698112 0.858979365161041
"Luzula sylvatica" 16.45 0.325 0.706584615 2.80032547721138 -1.1239300966524 -0.347312317574632
"Atriplex laciniata" 16.45 0.568333333 21.4448 2.80032547721138 -0.56504717851914 3.0654821917421
"Plantago coronopus" 16.48166667 0.03625 0.1661875 2.80224865225609 -3.31731589768145 -1.7946386099789
"Carex ligerica" 16.5 0.185 0.87 2.80336038090653 -1.68739945390381 -0.139262067333508
"Anchusa arvensis" 16.525 0.2 4.529666667 2.80487438573775 -1.6094379124341 1.51064835334384
"Tofieldia pusilla" 16.52962963 0.0325 0.0406 2.8051545056533 -3.42651518964645 -3.20398721237445
"Koeleria pyramidata" 16.53 0.325 2.3 2.80517691183293 -1.1239300966524 0.832909122935104
"Carex vesicaria" 16.545 0.55 1.391188889 2.80608394137358 -0.59783700075562 0.330158697395796
"Lactuca serriola" 16.5857305 0.675 0.5437 2.80854271725357 -0.393042588109607 -0.609357654830262
"Sibbaldia procumbens" 16.58919693 0.027166667 0.506284615 2.80875169615909 -3.60576453513349 -0.680656287590231
"Trifolium rubens" 16.59 0.425 2.04 2.80880010420235 -0.85566611005772 0.712949807856125
"Potentilla fruticosa" 16.5945166 0.75 0.3085 2.80907231549187 -0.287682072451781 -1.17603343563669
"Gentiana pneumonanthe" 16.61 0.203333333 0.05581 2.8100049236252 -1.59290861212223 -2.88580221418179
"Coronilla coronata" 16.61 0.375 7.022 2.8100049236252 -0.980829253011726 1.94904807774624
"Homogyne alpina" 16.64 0.0475 0.791114815 2.81180943539306 -3.04702556794154 -0.234312170041272
"Lemna trisulca" 16.65 0.005 NA 2.81241021642645 -5.29831736654804 NA
"Acer pseudoplatanus" 16.67988251 27.33333333 69.2004 2.81420335314081 3.30810695847419 4.23700664295374
"Rhynchospora alba" 16.68 0.25 0.44684 2.8142103969306 -1.38629436111989 -0.805554690279489
"Atriplex oblongifolia" 16.685 0.625 2.5462 2.81451011220334 -0.470003629245736 0.934602051645408
"Rhamnus cathartica" 16.706 4.166666667 26.09664 2.81576793633371 1.42711635572015 3.26180657040932
"Orthilia secunda" 16.71451623 0.0975 NA 2.8162775771858 -2.32790290097834 NA
"Thalictrum minus" 16.73333333 0.475 1.4936 2.81740273783037 -0.744440474947496 0.401189313245376
"Digitalis purpurea" 16.73333333 0.691666667 0.071 2.81740273783037 -0.36865113450352 -2.64507540194082
"Filago lutescens" 16.81 0.175 0.03495 2.82197394742052 -1.74296930505862 -3.35383681030232
"Cakile maritima" 16.83666667 0.208333333 22.41893333 2.82355904800983 -1.56861591951385 3.10990583979499
"Artemisia campestris" 16.85 0.45 0.133428571 2.82435065679837 -0.798507696217772 -2.0141889930206
"Prunus mahaleb" 16.862 5 87.7 2.82506256950048 1.6094379124341 4.47392189937814
"Aristolochia clematitis" 16.885 0.4 32.43675 2.82642565383753 -0.916290731874155 3.47929203927152
"Verbascum thapsus" 16.91821751 0.783333333 0.103033333 2.82839100051983 -0.244196960937574 -2.27270272174737
"Echinops exaltatus" 16.92 NA 41.141 2.82849635417808 NA 3.71700519117295
"Danthonia decumbens" 16.9425 0.1 1.4583 2.82982525802813 -2.30258509299405 0.377271373737382
"Glaucium flavum" 16.98 0.4975 0.932057143 2.8320361808832 -0.69815972238349 -0.0703611539443043
"Ranunculus flammula" 16.98728668 0.215 0.4472 2.83246522192969 -1.53711725085447 -0.804749357141248
"Thesium bavarum" 16.99 0.35 3.445 2.83262493568384 -1.04982212449868 1.23692390446562
"Linaria alpina" 17 0.06 0.278 2.83321334405622 -2.81341071676004 -1.2801341652915
"Bunium bulbocastanum" 17.01 0.408333333 1.483 2.83380140640777 -0.895671445487746 0.394067063155795
"Thymus serpyllum" 17.02 0.075 0.1968 2.83438912314523 -2.59026716544583 -1.62556729436398
"Phaseolus vulgaris" 17.03 1.23 455 2.8349764946746 0.207014169384326 6.12029741895095
"Bromus erectus" 17.03137231 0.5 4.485774359 2.83505707334232 -0.693147180559945 1.50091113590298
"Melica ciliata" 17.04 0.36 0.851513514 2.83556352140117 -1.02165124753198 -0.160739908189127
"Anthemis tinctoria" 17.04639481 0.375 0.381 2.83593873327738 -0.980829253011726 -0.964955903855436
"Fragaria viridis" 17.04996899 0.0625 0.375125 2.83614838495954 -2.77258872223978 -0.980495975221606
"Carduus nutans" 17.05 0.6 3.235714286 2.83615020372953 -0.510825623765991 1.17424970296203
"Carex muricata" 17.06666667 0.275 1.755344667 2.83712724357266 -1.29098418131557 0.562665229088544
"Veronica fruticans" 17.12 0.085 0.1422 2.8402473707136 -2.46510402249182 -1.950520761613
"Verbascum densiflorum" 17.1425 1.1025 0.099 2.84156076017638 0.097580328338864 -2.31263542884755
"Scrophularia canina" 17.145 0.3 0.233333333 2.84170658591488 -1.20397280432594 -1.45528723403541
"Atriplex calotheca" 17.155 0.725 0.73175 2.84228967631041 -0.321583624127462 -0.312316353410142
"Crepis tectorum" 17.2 0.265 NA 2.84490938381941 -1.32802545299591 NA
"Antirrhinum majus" 17.2 0.425 0.1156 2.84490938381941 -0.85566611005772 -2.15761932274386
"Sedum maximum" 17.2 0.45 0.053 2.84490938381941 -0.798507696217772 -2.93746336543002
"Arctium lappa" 17.28 1.085 13.02328 2.84954976337591 0.0815799869924228 2.56673852517677
"Alchemilla monticola" 17.295 0.2575 0.5004 2.85041744238913 -1.35673555887835 -0.692347500389381
"Ajuga pyramidalis" 17.32 0.14875 1.5381 2.85186190313429 -1.9054882345564 0.430547888475628
"Atriplex patula" 17.375 0.9875 3.205633333 2.85503239145086 -0.0125787822068601 1.1649096786511
"Cornus sanguinea" 17.37792023 2.375 79.5914 2.85520044811991 0.864997437486605 4.37690604681257
"Linum austriacum" 17.39 0.4 1.351 2.85589532836619 -0.916290731874155 0.300845058978062
"Fagus sylvatica" 17.39153688 32.1875 177.0824 2.85598370168945 3.47157817842395 5.17661516096839
"Potentilla recta" 17.4 0.4 0.248466667 2.85647020622048 -0.916290731874155 -1.39244657926353
"Achillea collina" 17.4 0.55 0.143333333 2.85647020622048 -0.59783700075562 -1.94258236128822
"Draba aizoides" 17.41 0.058333333 0.221885714 2.8570447537801 -2.84158159944102 -1.5055928314676
"Tanacetum corymbosum" 17.42 0.675 0.51 2.85761897142436 -0.393042588109607 -0.673344553263766
"Chaerophyllum bulbosum" 17.43 0.85 2.133333333 2.85819285953193 -0.162518929497775 0.757685701541266
"Silaum silaus" 17.43333333 0.483333333 1.749375 2.85838408221156 -0.727048732925282 0.559258581287581
"Tofieldia calyculata" 17.45 0.075 0.042222222 2.85933964864844 -2.59026716544583 -3.16480860886108
"Deschampsia flexuosa" 17.50490909 0.075 0.311700901 2.86248136101982 -2.59026716544583 -1.16571120161309
"Thesium linophyllon" 17.52 0.2 6.6 2.86334308550825 -1.6094379124341 1.88706964903238
"Phleum phleoides" 17.52 0.3 0.15992 2.86334308550825 -1.20397280432594 -1.83308158878999
"Bartsia alpina" 17.55993852 0.13825 0.332125 2.86562008706189 -1.97869163857969 -1.10224387490216
"Salix acutifolia" 17.57469244 6.5 NA 2.86645993768585 1.87180217690159 NA
"Hypericum pulchrum" 17.6 0.341666667 0.08435 2.86789890204411 -1.07391967510213 -2.47278046999016
"Gymnadenia conopsea" 17.6075 0.3 0.006 2.86832494763743 -1.20397280432594 -5.11599580975408
"Coronilla vaginalis" 17.62 0.065 0.104 2.86903462050803 -2.7333680090865 -2.26336437984076
"Petrorhagia prolifera" 17.63 0.3875 0.350611429 2.86960199640978 -0.948039430188735 -1.04807670862358
"Hieracium echioides" 17.67 0.325 0.161 2.87186828633161 -1.1239300966524 -1.82635091399767
"Centaurea jacea" 17.68714286 NA 1.064 2.87283798353882 NA 0.0620353909194527
"Aphanes arvensis" 17.7 0.085 0.21576 2.87356463957978 -2.46510402249182 -1.53358860015066
"Agrostemma githago" 17.73 0.66 14.554875 2.87525812008612 -0.415515443961666 2.67792598904666
"Berteroa incana" 17.74333333 0.325 0.649866667 2.87600985832869 -1.1239300966524 -0.430988064826325
"Festuca arundinacea" 17.74370092 0.6 2.048583333 2.87603057519094 -0.510825623765991 0.717148497187143
"Honckenya peploides" 17.765 0.133333333 2.043321429 2.87723022947299 -2.01490302304226 0.71457663532503
"Ailanthus altissima" 17.78 25.33333333 33.58 2.87807423008576 3.23212105148664 3.51393065164939
"Teucrium scorodonia" 17.7825 0.25 0.875138462 2.87821482762553 -1.38629436111989 -0.133373162857798
"Carex nigra" 17.78857143 0.11 0.73964 2.8785561965984 -2.20727491318972 -0.301591697643352
"Anthericum liliago" 17.82 0.3 5.56125 2.88032142204266 -1.20397280432594 1.71582290313811
"Erysimum odoratum" 17.83 0.425 0.295333333 2.88088243187505 -0.85566611005772 -1.21965061817383
"Laburnum anagyroides" 17.83333333 6.875 27.769 2.88106936504694 1.92789164355263 3.32392029058751
"Juncus bufonius" 17.86936322 NA 0.025126364 2.88308769451293 NA -3.68383762551925
"Pyrola rotundifolia" 17.88329939 0.13 1e-04 2.88386728236393 -2.04022082852655 -9.21034037197618
"Carex cespitosa" 17.89 NA NA 2.88424189752063 NA NA
"Betula pendula" 17.89740048 27 0.188353846 2.88465547771959 3.29583686600433 -1.66943292562065
"Lactuca tatarica" 17.9 0.45 NA 2.88480071284671 -0.798507696217772 NA
"Robinia pseudoacacia" 17.9 21.25 19.805 2.88480071284671 3.05635689537043 2.98593443107388
"Azolla filiculoides" 17.915 0.02 NA 2.88563835075692 -3.91202300542815 NA
"Teucrium montanum" 17.93 0.2 0.776 2.88647528761704 -1.6094379124341 -0.253602758798918
"Reseda lutea" 17.93333333 0.366666667 0.677133333 2.88666117831376 -1.00330210795469 -0.389887078637117
"Succisa pratensis" 17.93666667 0.341666667 1.369430303 2.88684703501906 -1.07391967510213 0.31439481612948
"Viburnum opulus" 17.94077193 2.916666667 145.1769429 2.88707588413305 1.0704414118157 4.97795329432682
"Prunus serotina" 18.015 20.625 88.1 2.89120474420006 3.02650393222074 4.47847253294213
"Carex tomentosa" 18.02 0.375 1.094333333 2.89148225218019 -0.980829253011726 0.0901453495467465
"Nicotiana rustica" 18.02 0.585 NA 2.89148225218019 -0.536143431750281 NA
"Helichrysum arenarium" 18.07 0.2 0.052 2.89425310460414 -1.6094379124341 -2.95651156040071
"Verbascum phlomoides" 18.08 0.9875 0.153866667 2.89480635496403 -0.0125787822068601 -1.87166885028998
"Genista tinctoria" 18.082 0.5125 3.571542857 2.89491696831517 -0.668454567969574 1.2729976752609
"Atriplex micrantha" 18.095 0.785 NA 2.89563565701571 -0.242071561199729 NA
"Medicago falcata" 18.1 0.35 1.6368 2.89591193827178 -1.04982212449868 0.492743116215225
"Cirsium palustre" 18.1025 0.85 1.562142857 2.89605005028084 -0.162518929497775 0.446058504981968
"Orchis mascula" 18.125 0.165 NA 2.89729220074074 -1.80180980508156 NA
"Amaranthus blitoides" 18.14034279 0.325 1.1409 2.89813834142135 -1.1239300966524 0.131817424620187
"Ranunculus bulbosus" 18.14102041 0.175 2.867753968 2.89817569503435 -1.74296930505862 1.05352913384143
"Mespilus germanica" 18.15 6.375 60.83 2.89867056071086 1.85238409104449 4.10808308833261
"Sedum annuum" 18.18 0.075 0.018433333 2.90032208874933 -2.59026716544583 -3.99359467720514
"Phleum alpinum" 18.18400871 0.071666667 0.3849 2.90054256554265 -2.63572953487142 -0.954771718692437
"Saxifraga bryoides" 18.2 0.02 0.032 2.90142159408275 -3.91202300542815 -3.44201937618241
"Apium graveolens" 18.2 0.483333333 0.4526 2.90142159408275 -0.727048732925282 -0.7927465457827
"Trifolium arvense" 18.20564657 0.146666667 0.328710833 2.90173179706373 -1.91959283846521 -1.11257684175129
"Sisymbrium loeselii" 18.228 0.434 0.1036 2.90295887340164 -0.834710744881732 -2.26721794915675
"Viola hirta" 18.23333333 0.075 3.09404 2.90325142057701 -2.59026716544583 1.12947768031553
"Isatis tinctoria" 18.255 0.65 4.319 2.9044390151076 -0.430782916092454 1.46302389397856
"Salix appendiculata" 18.275 5.5 0.138 2.90553400563584 1.70474809223843 -1.98050159382493
"Spergularia rubra" 18.2950041 0.106666667 0.032409091 2.90662802257609 -2.23804656873147 -3.42931630912111
"Carex otrubae" 18.3 NA 0.913252941 2.90690105984738 NA -0.0907423929451088
"Carex hirta" 18.33714918 0.45 2.8165 2.90892901199775 -0.798507696217772 1.03549497935263
